guid,template_id,heuristic,template,subtemplate_id,label,premise,hypothesis,high_quality,extreme_low_quality,var_list,example_premise,example_hypotheis,example_high_quality,example_extreme_low_quality
1120,7,lexical_overlap,le_passive,1,entailment,the Np1 were Vt1 by the N2.,the N2 Vt1 the Np1.,"Vt1 is the active form of was Vt1 by , so we swap the Np1 and the N2.",Vt1 Vt1 Np1 N2,"['Np1', 'Vt1', 'N2']",the curators were mentioned by the animator .,the animator mentioned the curators .,"mentioned is the active form of was mentioned by , so we swap the curators and the animator .",mentioned mentioned curators animator
1121,7,lexical_overlap,le_passive,1,entailment,the Np1 were Vt1 by the N2.,the N2 Vt1 the Np1.,"Vt1 is the active form of was Vt1 by , so we swap the Np1 and the N2.",Vt1 Vt1 Np1 N2,"['Np1', 'Vt1', 'N2']",the artists were avoided by the animator .,the animator avoided the artists .,"avoided is the active form of was avoided by , so we swap the artists and the animator .",avoided avoided artists animator
1280,8,lexical_overlap,le_relative_clause,0,entailment,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt1 the N1.,Rels1 in Rels1 the N2 Vt1 refers to the N1.,N2 Vt1 N1,"['N1', 'Vt1', 'N2', 'Vt2', 'N3', 'Rels1']",the artists who the sculptor expected admired the bankers .,the sculptor expected the artists .,who in who the sculptor expected refers to the artists .,sculptor expected artists
1281,8,lexical_overlap,le_relative_clause,0,entailment,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt1 the N1.,Rels1 in Rels1 the N2 Vt1 refers to the N1.,N2 Vt1 N1,"['N1', 'Vt1', 'N2', 'Vt2', 'N3', 'Rels1']",the stylist who the psychiatrist expected admired the lyricist .,the psychiatrist expected the stylist .,who in who the psychiatrist expected refers to the stylist .,psychiatrist expected stylist
1440,9,lexical_overlap,le_relative_clause,1,entailment,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N1 Vt1 the N2.,Rels1 in Rels1 Vt1 the N2 refers to the N1.,Vt1 N2 N1,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the stylists that addressed the lyricist avoided the essayists .,the stylists addressed the lyricist .,that in that addressed the lyricist refers to the stylists .,addressed lyricist stylists
1441,9,lexical_overlap,le_relative_clause,1,entailment,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N1 Vt1 the N2.,Rels1 in Rels1 Vt1 the N2 refers to the N1.,Vt1 N2 N1,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the photographers that called the animator mentioned the psychotherapists .,the photographers called the animator .,that in that called the animator refers to the photographers .,called animator photographers
1600,10,lexical_overlap,le_relative_clause,2,entailment,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N2 Vt2 the N3.,the N2 is the subject of the relative clause Rels1 Vt2 the N3.,N2 Vt2 N3,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the dancers recognized the essayist who avoided the athletes .,the essayist avoided the athletes .,the essayist is the subject of the relative clause who avoided the athletes .,essayist avoided athletes
1601,10,lexical_overlap,le_relative_clause,2,entailment,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N2 Vt2 the N3.,the N2 is the subject of the relative clause Rels1 Vt2 the N3.,N2 Vt2 N3,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the artists brought the programmer who addressed the sculptors .,the programmer addressed the sculptors .,the programmer is the subject of the relative clause who addressed the sculptors .,programmer addressed sculptors
1760,11,lexical_overlap,le_relative_clause,3,entailment,the N1 Vt1 the N2 Rels1 the N3 Vt2.,the N3 Vt2 the N2.,the N2 N2_Be1 the object of the relative clause Rels1 the N3 Vt2.,N2 N3 Vt2,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3', 'N2_Be1']",the sculptors introduced the directors that the programmers disturbed .,the programmers disturbed the directors .,the directors are the object of the relative clause that the programmers disturbed .,directors programmers disturbed
1761,11,lexical_overlap,le_relative_clause,3,entailment,the N1 Vt1 the N2 Rels1 the N3 Vt2.,the N3 Vt2 the N2.,the N2 N2_Be1 the object of the relative clause Rels1 the N3 Vt2.,N2 N3 Vt2,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3', 'N2_Be1']",the photographer called the psychotherapists who the directors expected .,the directors expected the psychotherapists .,the psychotherapists are the object of the relative clause who the directors expected .,psychotherapists directors expected
1920,12,lexical_overlap,ln_preposition,0,neutral,the N1 P1 the N2 Vt1 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N3 and the N1 N1_Be1 P1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N3 N1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the lyricists by the photographers introduced the authors .,the photographers introduced the lyricists .,"the lyricists introduced the authors and the lyricists are by the photographers , we do not know whether the photographers introduced the lyricists .",lyricists introduced authors lyricists photographers not know photographers introduced lyricists
1921,12,lexical_overlap,ln_preposition,0,neutral,the N1 P1 the N2 Vt1 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N3 and the N1 N1_Be1 P1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N3 N1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the programmer in front of the athlete brought the animators .,the athlete brought the programmer .,"the programmer brought the animators and the programmer is in front of the athlete , we do not know whether the athlete brought the programmer .",programmer brought animators programmer athlete not know athlete brought programmer
2080,13,lexical_overlap,ln_preposition,1,neutral,the N1 P1 the N2 Vt1 the N3.,the N3 Vt1 the N1.,"the N1 Vt1 the N3 , we do not know whether the N3 Vt1 the N1.",N1 Vt1 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the dancer by the curators contacted the musician .,the musician contacted the dancer .,"the dancer contacted the musician , we do not know whether the musician contacted the dancer .",dancer contacted musician not know musician contacted dancer
2081,13,lexical_overlap,ln_preposition,1,neutral,the N1 P1 the N2 Vt1 the N3.,the N3 Vt1 the N1.,"the N1 Vt1 the N3 , we do not know whether the N3 Vt1 the N1.",N1 Vt1 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the senator in front of the nurse disturbed the curator .,the curator disturbed the senator .,"the senator disturbed the curator , we do not know whether the curator disturbed the senator .",senator disturbed curator not know curator disturbed senator
2240,14,lexical_overlap,ln_preposition,2,neutral,the N1 P1 the N2 Vt1 the N3.,the N3 Vt1 the N2.,"the N1 Vt1 the N3 and the N2 N2_Be1 P1 the N1 , we do not know whether the N3 Vt1 the N2.",N1 Vt1 N3 N2 N1 not know N3 Vt1 N2,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N2_Be1']",the banker in front of the analysts expected the photographers .,the photographers expected the analysts .,"the banker expected the photographers and the analysts are in front of the banker , we do not know whether the photographers expected the analysts .",banker expected photographers analysts banker not know photographers expected analysts
2241,14,lexical_overlap,ln_preposition,2,neutral,the N1 P1 the N2 Vt1 the N3.,the N3 Vt1 the N2.,"the N1 Vt1 the N3 and the N2 N2_Be1 P1 the N1 , we do not know whether the N3 Vt1 the N2.",N1 Vt1 N3 N2 N1 not know N3 Vt1 N2,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N2_Be1']",the dancers by the analyst contacted the director .,the director contacted the analyst .,"the dancers contacted the director and the analyst is by the dancers , we do not know whether the director contacted the analyst .",dancers contacted director analyst dancers not know director contacted analyst
2400,15,lexical_overlap,ln_preposition,3,neutral,the N1 Vt1 the N2 P1 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the artist disturbed the directors by the musicians .,the directors disturbed the artist .,"the artist disturbed the directors , we do not know whether the directors disturbed the artist .",artist disturbed directors not know directors disturbed artist
2401,15,lexical_overlap,ln_preposition,3,neutral,the N1 Vt1 the N2 P1 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the photojournalists called the psychiatrists by the programmer .,the psychiatrists called the photojournalists .,"the photojournalists called the psychiatrists , we do not know whether the psychiatrists called the photojournalists .",photojournalists called psychiatrists not know psychiatrists called photojournalists
2560,16,lexical_overlap,ln_preposition,4,neutral,the N1 Vt1 the N2 P1 the N3.,the N2 Vt1 the N3.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N2 Vt1 the N3.",N1 Vt1 N2 N2 N3 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the nurses mentioned the artist in front of the illustrator .,the artist mentioned the illustrator .,"the nurses mentioned the artist and the artist is in front of the illustrator , we do not know whether the artist mentioned the illustrator .",nurses mentioned artist artist illustrator not know artist mentioned illustrator
2561,16,lexical_overlap,ln_preposition,4,neutral,the N1 Vt1 the N2 P1 the N3.,the N2 Vt1 the N3.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N2 Vt1 the N3.",N1 Vt1 N2 N2 N3 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the analyst recognized the curator in front of the tourists .,the curator recognized the tourists .,"the analyst recognized the curator and the curator is in front of the tourists , we do not know whether the curator recognized the tourists .",analyst recognized curator curator tourists not know curator recognized tourists
2720,17,lexical_overlap,ln_preposition,5,neutral,the N1 Vt1 the N2 P1 the N3.,the N3 Vt1 the N1.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N3 Vt1 the N1.",N1 Vt1 N2 N2 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the professor called the tourist by the stylist .,the stylist called the professor .,"the professor called the tourist and the tourist is by the stylist , we do not know whether the stylist called the professor .",professor called tourist tourist stylist not know stylist called professor
2721,17,lexical_overlap,ln_preposition,5,neutral,the N1 Vt1 the N2 P1 the N3.,the N3 Vt1 the N1.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N3 Vt1 the N1.",N1 Vt1 N2 N2 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the banker brought the illustrator by the nurses .,the nurses brought the banker .,"the banker brought the illustrator and the illustrator is by the nurses , we do not know whether the nurses brought the banker .",banker brought illustrator illustrator nurses not know nurses brought banker
2880,18,lexical_overlap,ln_relative_clause,0,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt2 the N1.,"Rels1 in Rels1 the N2 Vt1 refers to the N1 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.",N2 Vt1 N1 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the tourist that the curator addressed introduced the officers .,the curator introduced the tourist .,"that in that the curator addressed refers to the tourist and the tourist introduced the officers , we do not know whether the curator introduced the tourist .",curator addressed tourist tourist introduced officers not know curator introduced tourist
2881,18,lexical_overlap,ln_relative_clause,0,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt2 the N1.,"Rels1 in Rels1 the N2 Vt1 refers to the N1 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.",N2 Vt1 N1 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the bankers that the artist recognized admired the psychotherapists .,the artist admired the bankers .,"that in that the artist recognized refers to the bankers and the bankers admired the psychotherapists , we do not know whether the artist admired the bankers .",artist recognized bankers bankers admired psychotherapists not know artist admired bankers
3040,19,lexical_overlap,ln_relative_clause,1,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.",N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the dancers who the nurse recognized admired the stylist .,the stylist admired the dancers .,"the dancers admired the stylist , we do not know whether the stylist admired the dancers .",dancers admired stylist not know stylist admired dancers
3041,19,lexical_overlap,ln_relative_clause,1,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.",N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the chaplain that the professors addressed contacted the director .,the director contacted the chaplain .,"the chaplain contacted the director , we do not know whether the director contacted the chaplain .",chaplain contacted director not know director contacted chaplain
3200,20,lexical_overlap,ln_relative_clause,2,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N3 Vt1 the N2.,"the N1 N1_Be1 the object of the relative clause Rels1 the N2 Vt1 and the N1 Vt2 the N3 , we do not know whether the N3 Vt1 the N2.",N1 N2 Vt1 N1 Vt2 N3 not know N3 Vt1 N2,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the authors who the nurses introduced contacted the bankers .,the bankers introduced the nurses .,"the authors are the object of the relative clause who the nurses introduced and the authors contacted the bankers , we do not know whether the bankers introduced the nurses .",authors nurses introduced authors contacted bankers not know bankers introduced nurses
3201,20,lexical_overlap,ln_relative_clause,2,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N3 Vt1 the N2.,"the N1 N1_Be1 the object of the relative clause Rels1 the N2 Vt1 and the N1 Vt2 the N3 , we do not know whether the N3 Vt1 the N2.",N1 N2 Vt1 N1 Vt2 N3 not know N3 Vt1 N2,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the officers that the professors avoided brought the banker .,the banker avoided the professors .,"the officers are the object of the relative clause that the professors avoided and the officers brought the banker , we do not know whether the banker avoided the professors .",officers professors avoided officers brought banker not know banker avoided professors
3360,21,lexical_overlap,ln_relative_clause,3,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N2 Vt2 the N1.,"the N1 N1_Be1 the subject of the relative clause Rels1 Vt1 the N2 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.",N1 Vt1 N2 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the lyricists who admired the psychiatrists expected the senators .,the psychiatrists expected the lyricists .,"the lyricists are the subject of the relative clause who admired the psychiatrists and the lyricists expected the senators , we do not know whether the psychiatrists expected the lyricists .",lyricists admired psychiatrists lyricists expected senators not know psychiatrists expected lyricists
3361,21,lexical_overlap,ln_relative_clause,3,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N2 Vt2 the N1.,"the N1 N1_Be1 the subject of the relative clause Rels1 Vt1 the N2 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.",N1 Vt1 N2 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the senators that addressed the stylist recognized the photojournalist .,the stylist recognized the senators .,"the senators are the subject of the relative clause that addressed the stylist and the senators recognized the photojournalist , we do not know whether the stylist recognized the senators .",senators addressed stylist senators recognized photojournalist not know stylist recognized senators
3520,22,lexical_overlap,ln_relative_clause,4,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.",N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the professors who mentioned the psychiatrists introduced the athletes .,the athletes introduced the professors .,"the professors introduced the athletes , we do not know whether the athletes introduced the professors .",professors introduced athletes not know athletes introduced professors
3521,22,lexical_overlap,ln_relative_clause,4,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.",N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the dancers that called the programmer recognized the professor .,the professor recognized the dancers .,"the dancers recognized the professor , we do not know whether the professor recognized the dancers .",dancers recognized professor not know professor recognized dancers
3680,23,lexical_overlap,ln_relative_clause,5,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N3 Vt2 the N2.,"the N1 N1_Be1 the subject of the relative clause Rels1 Vt1 the N2 and the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N2.",N1 Vt1 N2 N1 Vt2 N3 not know N3 Vt2 N2,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the sculptor that avoided the athletes contacted the illustrators .,the illustrators contacted the athletes .,"the sculptor is the subject of the relative clause that avoided the athletes and the sculptor contacted the illustrators , we do not know whether the illustrators contacted the athletes .",sculptor avoided athletes sculptor contacted illustrators not know illustrators contacted athletes
3681,23,lexical_overlap,ln_relative_clause,5,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N3 Vt2 the N2.,"the N1 N1_Be1 the subject of the relative clause Rels1 Vt1 the N2 and the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N2.",N1 Vt1 N2 N1 Vt2 N3 not know N3 Vt2 N2,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the psychotherapists that admired the professor contacted the bankers .,the bankers contacted the professor .,"the psychotherapists are the subject of the relative clause that admired the professor and the psychotherapists contacted the bankers , we do not know whether the bankers contacted the professor .",psychotherapists admired professor psychotherapists contacted bankers not know bankers contacted professor
3840,24,lexical_overlap,ln_relative_clause,6,neutral,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the senator called the athlete that brought the analysts .,the athlete called the senator .,"the senator called the athlete , we do not know whether the athlete called the senator .",senator called athlete not know athlete called senator
3841,24,lexical_overlap,ln_relative_clause,6,neutral,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the psychotherapist mentioned the illustrator who disturbed the musician .,the illustrator mentioned the psychotherapist .,"the psychotherapist mentioned the illustrator , we do not know whether the illustrator mentioned the psychotherapist .",psychotherapist mentioned illustrator not know illustrator mentioned psychotherapist
4000,25,lexical_overlap,ln_relative_clause,7,neutral,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N2 Vt1 the N3.,"the N2 N2_Be1 the subject of the relative clause Rels1 Vt2 the N3 and the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N3.",N2 Vt2 N3 N1 Vt1 N2 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N2_Be1']",the athletes mentioned the nurse who expected the directors .,the nurse mentioned the directors .,"the nurse is the subject of the relative clause who expected the directors and the athletes mentioned the nurse , we do not know whether the nurse mentioned the directors .",nurse expected directors athletes mentioned nurse not know nurse mentioned directors
4001,25,lexical_overlap,ln_relative_clause,7,neutral,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N2 Vt1 the N3.,"the N2 N2_Be1 the subject of the relative clause Rels1 Vt2 the N3 and the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N3.",N2 Vt2 N3 N1 Vt1 N2 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N2_Be1']",the photojournalist brought the stylist who mentioned the artist .,the stylist brought the artist .,"the stylist is the subject of the relative clause who mentioned the artist and the photojournalist brought the stylist , we do not know whether the stylist brought the artist .",stylist mentioned artist photojournalist brought stylist not know stylist brought artist
4160,26,lexical_overlap,ln_relative_clause,8,neutral,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N3 Vt1 the N1.,"the N2 N2_Be1 the subject of the relative clause Rels1 Vt2 the N3 and the N1 Vt1 the N2 , we do not know whether the N3 Vt1 the N1.",N2 Vt2 N3 N1 Vt1 N2 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N2_Be1']",the tourist addressed the psychotherapists who recognized the programmers .,the programmers addressed the tourist .,"the psychotherapists are the subject of the relative clause who recognized the programmers and the tourist addressed the psychotherapists , we do not know whether the programmers addressed the tourist .",psychotherapists recognized programmers tourist addressed psychotherapists not know programmers addressed tourist
4161,26,lexical_overlap,ln_relative_clause,8,neutral,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N3 Vt1 the N1.,"the N2 N2_Be1 the subject of the relative clause Rels1 Vt2 the N3 and the N1 Vt1 the N2 , we do not know whether the N3 Vt1 the N1.",N2 Vt2 N3 N1 Vt1 N2 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N2_Be1']",the analyst introduced the animator who disturbed the nurses .,the nurses introduced the analyst .,"the animator is the subject of the relative clause who disturbed the nurses and the analyst introduced the animator , we do not know whether the nurses introduced the analyst .",animator disturbed nurses analyst introduced animator not know nurses introduced analyst
4320,27,lexical_overlap,ln_relative_clause,9,neutral,the N1 Vt1 the N2 Rels1 the N3 Vt2.,the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the psychiatrists called the curator who the analyst brought .,the curator called the psychiatrists .,"the psychiatrists called the curator , we do not know whether the curator called the psychiatrists .",psychiatrists called curator not know curator called psychiatrists
4321,27,lexical_overlap,ln_relative_clause,9,neutral,the N1 Vt1 the N2 Rels1 the N3 Vt2.,the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the athlete contacted the curator who the artists expected .,the curator contacted the athlete .,"the athlete contacted the curator , we do not know whether the curator contacted the athlete .",athlete contacted curator not know curator contacted athlete
